sentence,words
"Se produjo un súbito movimiento de plumas y pergaminos. Por encima del ruido, Snape dijo:",pergaminos
"—¡Tienes que hacerle frente, Neville! —dijo Ron—. Está acostumbrado a llevarse a todo el mundo por delante, pero ésa no es una razón para echarse al suelo a su paso y hacerle las cosas más fáciles.",echarse
"—Quita de en medio —dijo, golpeando a Harry en las costillas. Cogido por sorpresa, Harry cayó al suelo de cemento. Lo que sucedió a continuación fue tan rápido que nadie supo cómo había pasado: Piers y Dudley estaban inclinados cerca del vidrio, y al instante siguiente saltaron hacia atrás aullando de terror.",Quita
—¿Podría ser que me lleves hasta allí?,lleves
"Harry se alegraba de que el colegio hubiera terminado, pero no había forma de escapar de la banda de Dudley, que visitaba la casa cada día. Piers, Dennis, Malcolm y Gordon eran todos grandes y estúpidos, pero como Dudley era el más grande y el más estúpido de todos, era el jefe. Los demás se sentían muy felices de practicar el deporte favorito de Dudley: cazar a Harry.",Dennis
"Hermione Granger estaba casi tan nerviosa como Neville con el tema del vuelo. Eso era algo que no se podía aprender de memoria en los libros, aunque lo había intentado. En el desayuno del jueves, aburrió a todos con estúpidas notas sobre el vuelo que había encontrado en un libro de la biblioteca, llamado Quidditch a través de los tiempos. Neville estaba pendiente de cada palabra, desesperado por encontrar algo que lo ayudara más tarde con su escoba, pero todos los demás se alegraron mucho cuando la lectura de Hermione fue interrumpida por la llegada del correo.",aburrió
"Tal vez fue porque estaba ocupado tres noches a la semana con las prácticas de quidditch, además de todo el trabajo del colegio, la razón por la que Harry se sorprendió al comprobar que ya llevaba dos meses en Hogwarts. El castillo era mucho más su casa de lo que nunca había sido Privet Drive. Sus clases, también, eran cada vez más interesantes, una vez aprendidos los principios básicos.",aprendidos
"Y después, cuando por fin habían encontrado las aulas, estaban las clases. Había mucho más que magia, como Harry descubrió muy pronto, mucho más que agitar la varita y decir unas palabras graciosas.",graciosas
"—Sí, vas a necesitar uno —dijo Hagrid— pero mejor que vayamos primero a conseguir el dinero.",necesitar
"Hagrid miró a Harry con afecto y respeto, pero Harry, en lugar de sentirse complacido y orgulloso, estaba casi seguro de que había una terrible equivocación. ¿Un mago? ¿Él? ¿Cómo era posible? Había estado toda la vida bajo los golpes de Dudley y el miedo que le inspiraban tía Petunia y tío Vernon. Si realmente era un mago, ¿por qué no los había convertido en sapos llenos de verrugas cada vez que lo encerraban en la alacena? Si alguna vez derrotó al más grande brujo del mundo, ¿cómo es que Dudley siempre podía pegarle patadas como si fuera una pelota?",afecto
COLEGIO HOGWARTS DE MAGIA,COLEGIO
"Cuando estuvo vestido salió al recibidor y entró en la cocina. La mesa estaba casi cubierta por los regalos de cumpleaños de Dudley. Parecía que éste había conseguido el ordenador nuevo que quería, por no mencionar el segundo televisor y la bicicleta de carreras. La razón exacta por la que Dudley podía querer una bicicleta era un misterio para Harry, ya que Dudley estaba muy gordo y aborrecía el ejercicio, excepto si conllevaba pegar a alguien, por supuesto. El saco de boxeo favorito de Dudley era Harry, pero no podía atraparlo muy a menudo. Aunque no lo parecía, Harry era muy rápido.",exacta
"—No llores, Ginny, vamos a enviarte muchas lechuzas.",enviarte
"—Cinco —corrigió Ron. Por alguna razón parecía deprimido—. Soy el sexto en nuestra familia que va a asistir a Hogwarts. Podrías decir que tengo el listón muy alto. Bill y Charlie ya han terminado. Bill era delegado de clase y Charlie era capitán de quidditch. Ahora Percy es prefecto. Fred y George son muy revoltosos, pero a pesar de eso sacan muy buenas notas y todos los consideran muy divertidos. Todos esperan que me vaya tan bien como a los otros, pero si lo hago tampoco será gran cosa, porque ellos ya lo hicieron primero. Además, nunca tienes nada nuevo, con cinco hermanos. Me dieron la túnica vieja de Bill, la varita vieja de Charles y la vieja rata de Percy",corrigió
—Discúlpeme —dijo Harry a la mujer regordeta.,Discúlpeme
"—Por supuesto que hay —respondió Ron—. Verdes en Gales y negros en Escocia. Al ministro de Magia le ha costado trabajo silenciar ese asunto, te lo aseguro. Los nuestros tienen que hacerles encantamientos a los muggles que los han visto para que los olviden.",Verdes
"—Ni lo menciones —dijo Hagrid con aspereza—. No creo que los Dursley te hagan muchos regalos. Ahora nos queda solamente Ollivander, el único lugar donde venden varitas, y tendrás la mejor.",menciones
"—Estaba mirando —dijo con una voz evasiva que les llamó la atención—. ¿Y vosotros qué hacéis? —De pronto pareció sospechar algo—. No estaréis buscando todavía a Nicolás Flamel, ¿no?",evasiva
"Cuando era más pequeño, Harry soñaba una y otra vez que algún pariente desconocido iba a buscarlo para llevárselo, pero eso nunca sucedió: los Dursley eran su única familia. Pero a veces pensaba (tal vez era más bien que lo deseaba) que había personas desconocidas que se comportaban como si lo conocieran. Eran desconocidos muy extraños. Un hombrecito con un sombrero violeta lo había saludado, cuando estaba de compras con tía Petunia y Dudley. Después de preguntarle con ira si conocía al hombre, tía Petunia se los había llevado de la tienda, sin comprar nada. Una mujer anciana con aspecto estrafalario, toda vestida de verde, también lo había saludado alegremente en un autobús. Un hombre calvo, con un abrigo largo, color púrpura, le había estrechado la mano en la calle y se había alejado sin decir una palabra. Lo más raro de toda aquella gente era la forma en que parecían desaparecer en el momento en que Harry trataba de acercarse.",conocieran
"—Dios mío, no lo sabes. Yo en tu lugar habría buscado todo lo que pudiera —dijo Hermione—. ¿Sabéis a qué casa vais a ir? Estuve preguntando por ahí y espero estar en Gryffindor, parece la mejor de todas. Oí que Dumbledore estuvo allí, pero supongo que Ravenclaw no será tan mala... De todos modos, es mejor que sigamos buscando el sapo de Neville. Y vosotros dos deberíais cambiaros ya, vamos a llegar pronto.",sigamos
"—Sí, por favor —jadeó Harry.",jadeó
"Harry, que comenzaba a sentirse reconfortado y somnoliento, miró otra vez hacia la Mesa Alta. Hagrid bebía copiosamente de su copa. La profesora McGonagall hablaba con el profesor Dumbledore. El profesor Quirrell, con su absurdo turbante, conversaba con un profesor de grasiento pelo negro, nariz ganchuda y piel cetrina.",reconfortado
"Un rato después, Harry salió del vestuario para dejar su Nimbus 2.000 en la escobera. No recordaba haberse sentido tan contento. Había hecho algo de lo que podía sentirse orgulloso. Ya nadie podría decir que era sólo un nombre célebre. El aire del anochecer nunca había sido tan dulce. Anduvo por la hierba húmeda, reviviendo la última hora en su mente, en una feliz nebulosa: los Gryffindors corriendo para llevarlo en andas, Ron y Hermione en la distancia, saltando como locos, Ron vitoreando en medio de una gran hemorragia nasal...",escobera
"Hagrid bostezó con fuerza, se sentó y se desperezó.",desperezó
—¡Yo sé quién es usted! —dijo súbitamente Ron—. Mi hermano me lo contó. ¡Usted es Nick Casi Decapitado!,Nick
"Harry oyó al sombrero gritar la última palabra a todo el comedor. Se quitó el sombrero y anduvo, algo mareado, hacia la mesa de Gryffindor. Estaba tan aliviado de que lo hubiera elegido y no lo hubiera puesto en Slytherin, que casi no se dio cuenta de que recibía los saludos más calurosos hasta el momento. Percy el prefecto se puso de pie y le estrechó la mano vigorosamente, mientras los gemelos Weasley gritaban: «¡Tenemos a Potter! ¡Tenemos a Potter!». Harry se sentó en el lado opuesto al fantasma que había visto antes. Éste le dio una palmada en el brazo, dándole la horrible sensación de haberlo metido en un cubo de agua helada.",recibía
Hagrid se inclinó sobre la mesa. Detrás de la barba enmarañada y las espesas cejas había una sonrisa muy bondadosa.,enmarañada
Miraron el dragón. Había triplicado su tamaño en sólo una semana. Ya le salía humo de las narices. Hagrid no cumplía con sus deberes de guardabosques porque el dragón ocupaba todo su tiempo. Había botellas vacías de brandy y plumas de pollo por todo el suelo.,triplicado
—¿Destruida? —dijo Harry sin entender—. Pero su amigo... Nicolás Flamel...,Destruida
"Entonces, un súbito movimiento por encima de ellos casi les hizo soltar la jaula. Olvidando que eran invisibles, se encogieron en las sombras, contemplando las siluetas oscuras de dos personas que discutían a unos tres metros de ellos. Una lámpara brilló.",Olvidando
Era evidente que los Weasley eran una de esas antiguas familias de magos de las que había hablado el pálido muchacho del callejón Diagon.,antiguas
Harry miró a la diminuta botella.,diminuta
pero no juzgues por lo que ves.,ves
"—Lo haré, señoría, desde luego que lo haré —dijo Peeves, elevándose otra vez en el aire—. Espero que los asuntos del señor barón salgan a pedir de boca, yo no lo molestaré.",elevándose
"—¡Petrificus totalus! —gritó, señalando a Neville.",Petrificus
"—Slytherin en posesión... Flint con la quaffle... la pasa a Spinnet, que la pasa a Bell... una bludger le da con fuerza en la cara, espero que le rompa la nariz (era una broma, profesora), Slytherin anota un tanto, oh, no...",rompa
—Eso no importa. ¿Crees que él recuerda cómo era Quien-tú-sabes?,Crees
—Válgame Dios —susurró el cantinero—. Harry Potter... todo un honor.,Válgame
—Él miente... él miente...,miente
"—Lo harás, si quieres quedarte en Hogwarts —dijo Hagrid con severidad—. Hicisteis algo mal y ahora lo vais a pagar.",Hicisteis
Un sombrero puntiagudo (negro) para uso diario.,diario
"A eso de las doce y media se produjo un alboroto en el pasillo, y una mujer de cara sonriente, con hoyuelos, se asomó y les dijo:",hoyuelos
"No se encontraron con nadie más, hasta que llegaron a la escalera que iba al tercer piso. Peeves estaba flotando a mitad de camino, aflojando la alfombra para que la gente tropezara.",aflojando
"—No eres un mago, ¿eh? ¿Nunca haces que sucedan cosas cuando estás asustado o enfadado?",eh
"La respuesta fue un ruido fuerte y grosero, como si se desinflara un globo.",grosero
"Resbalando y a tientas, siguieron a Hagrid por lo que parecía un estrecho sendero. Estaba tan oscuro que Harry pensó que debía de haber árboles muy tupidos a ambos lados. Nadie hablaba mucho. Neville, el chico que había perdido su sapo, lloriqueaba de vez en cuando.",Resbalando
"Dudley comenzó a llorar a gritos. En realidad no lloraba, hacía años que no lloraba de verdad, pero sabía que, si retorcía la cara y gritaba, su madre le daría cualquier cosa que quisiera.",retorcía
—¿Crees que era un centauro el que oímos antes? —dijo Harry.,oímos
"Y ya quedaban solamente tres alumnos para seleccionar. A Turpin, Lisa le tocó Ravenclaw, y después le llegó el turno a Ron. Tenía una palidez verdosa y Harry cruzó los dedos debajo de la mesa. Un segundo más tarde, el sombrero gritó: ¡GRYFFINDOR!",seleccionar
—Esto hay que pensarlo... —dijo—. Supongo que tenemos que ocupar el lugar de tres piezas negras.,pensarlo
"Comenzaba a sentirse decididamente mal. Recordó lo que pasaba en las clases de gimnasia de su antiguo colegio, cuando se escogían a los jugadores para los equipos. Siempre había sido el último en ser elegido, no porque fuera malo, sino porque nadie deseaba que Dudley pensara que lo querían.",Comenzaba
"—Oh, la mente de esa gente funciona de manera extraña, Petunia, ellos no son como tú y yo —dijo tío Vernon, tratando de dar golpes a un clavo con el pedazo de pastel de fruta que tía Petunia le acababa de llevar.",clavo
"Harry miró hacia la mesa de Slytherin y vio un fantasma horrible sentado allí, con ojos fijos y sin expresión, un rostro demacrado y las ropas manchadas de sangre plateada. Estaba justo al lado de Malfoy que, como Harry vio con mucho gusto, no parecía muy contento con su presencia.",demacrado
—¡No me digas que nunca has oído hablar de Dumbledore! —dijo Ron—. ¿Puedo servirme una rana? Podría encontrar a Agripa... Gracias...,servirme
"Poco a poco, la sala se fue vaciando y todos se fueron a acostar.",vaciando
"otra llevará al que lo beba para atrás,",beba
"—¿Qué le has estado diciendo? —gruñó Bane—. Recuerda, Firenze, juramos no oponernos a los cielos. ¿No has leído en el movimiento de los planetas lo que sucederá?",Recuerda
No tenía firma. Harry contempló la nota. Ron admiraba la capa.,admiraba
Dudley y Piers se rieron disimuladamente.,disimuladamente
Harry respiró profundamente y cogió la más pequeña de las botellas. Se enfrentó a las llamas negras.,respiró
"Harry trató de entenderlo, pero le hacía doler la cabeza, así que lo dejó.",entenderlo
"—Bienvenidos a Hogwarts —dijo la profesora McGonagall—. El banquete de comienzo de año se celebrará dentro de poco, pero antes de que ocupéis vuestro lugares en el Gran Comedor deberéis ser seleccionados para vuestras casas. La Selección es una ceremonia muy importante porque, mientras estéis aquí, vuestras casas serán como vuestra familia en Hogwarts. Tendréis clases con el resto de la casa que os toque, dormiréis en los dormitorios de vuestras casas y pasaréis el tiempo libre en la sala común de la casa.",celebrará
"—Tendrías que comprarte el uniforme —dijo Hagrid, señalando hacia «Madame Malkin, túnicas para todas las ocasiones»—. Oye, Harry; ¿te importa que me dé una vuelta por el Caldero Chorreante? Detesto los carros de Gringotts. —Todavía parecía mareado, así que Harry entró solo en la tienda de Madame Malkin, sintiéndose algo nervioso.",carros
"El último día de agosto pensó que era mejor hablar con sus tíos para poder ir a la estación de King's Cross, al día siguiente. Así que bajó al salón, donde estaban viendo la televisión. Se aclaró la garganta, para que supieran que estaba allí, y Dudley gritó y salió corriendo.",agosto
"El pestillo hizo un clic y la puerta se abrió. Pasaron todos, la cerraron rápidamente y se quedaron escuchando.",escuchando
Peeves tiró la tiza en un cubo y se marchó maldiciendo. La profesora McGonagall cerró la puerta y se volvió para encararse con los muchachos.,tiza
"Tal vez tenían que intentar sacar un conejo del sombrero, pensó Harry algo irreflexiblemente, eso era lo típico de... Al darse cuenta de que todos los del comedor contemplaban el sombrero, Harry también lo hizo. Durante unos pocos segundos, se hizo un silencio completo. Entonces el sombrero se movió. Una rasgadura cerca del borde se abrió, ancha como una boca, y el sombrero comenzó a cantar:",irreflexiblemente
"Harry se puso de pie, tan feliz como si un gran globo se expandiera en su interior. Fue directamente a la ventana y la abrió. La lechuza bajó en picado y dejó el periódico sobre Hagrid, que no se despertó. Entonces la lechuza se posó en el suelo y comenzó a atacar el abrigo de Hagrid.",expandiera
"—Supongo que crees que vas a divertirte con ese papanatas, ¿no? Bueno, piénsalo mejor, muchacho... es al bosque adonde iréis y mucho me habré equivocado si volvéis todos enteros.",papanatas
Su tía volvió a la puerta.,volvió
—No os importa Gryffindor; ¿verdad? Sólo os importa lo vuestro. Yo no quiero que Slytherin gane la copa de las casas y vosotros vais a perder todos los puntos que yo conseguí de la profesora McGonagall por conocer los encantamientos para cambios.,cambios
—¡Una Nimbus 2.000! —gimió Ron con envidia—. Yo nunca he tocado ninguna.,envidia
—Buenas tardes —dijo una voz amable.,tardes
"—Mi pequeñito Dudley no llores, mamá no dejará que él te estropee tu día especial —exclamó, abrazándolo.",estropee
"A los pavos les siguieron los pudines de Navidad, flameantes. Percy casi se rompió un diente al morder un sickle de plata que estaba en el trozo que le tocó. Harry observaba a Hagrid, que cada vez se ponía más rojo y bebía más vino, hasta que finalmente besó a la profesora McGonagall en la mejilla y, para sorpresa de Harry, ella se ruborizó y rió, con el sombrero medio torcido.",pudines
"—Harry le estaba hablando. ¿Verdad, Harry?",hablando
"La escoba de Harry saltó de inmediato en sus manos, pero fue uno de los pocos que lo consiguió. La de Hermione Granger no hizo más que rodar por el suelo y la de Neville no se movió en absoluto. «A lo mejor las escobas saben, como los caballos, cuándo tienes miedo», pensó Harry, y había un temblor en la voz de Neville que indicaba, demasiado claramente, que deseaba mantener sus pies en la tierra.",temblor
"De pronto, la serpiente abrió sus ojillos, pequeños y brillantes como cuentas. Lenta, muy lentamente, levantó la cabeza hasta que sus ojos estuvieron al nivel de los de Harry.",ojillos
"—Así está mejor —dijo Hagrid, respirando con dificultad y sentándose otra vez en el sofá, que aquella vez se aplastó hasta el suelo.",respirando
Una luz brilló. Era Hermione Granger; con el rostro ceñudo y una bata rosada.,brilló
"—¿Quién anda por ahí? —dijo súbitamente, mientras subían hacia él. Entornó sus malignos ojos negros—. Sé que estáis aquí, aunque no pueda veros. ¿Aparecidos, fantasmas o estudiantillos detestables?",Entornó
"Los ojos de la profesora se detuvieron un momento en la capa de Neville, que estaba atada bajo su oreja izquierda, y en la nariz manchada de Ron. Con nerviosismo, Harry trató de aplastar su cabello.",manchada
"—¿No has visto ese unicornio? —preguntó Firenze a Bane—. ¿No comprendes por qué lo mataron? ¿O los planetas no te han dejado saber ese secreto? Yo me lanzaré contra el que está al acecho en este bosque, con humanos sobre mi lomo si tengo que hacerlo.",comprendes
"—¡Finch-Fletchley, Justin!",Justin
"En una ocasión, tía Petunia, cansada de que Harry volviera de la peluquería como si no hubiera ido, cogió unas tijeras de la cocina y le cortó el pelo casi al rape, exceptuando el flequillo, que le dejó «para ocultar la horrible cicatriz». Dudley se rió como un tonto, burlándose de Harry, que pasó la noche sin dormir imaginando lo que pasaría en el colegio al día siguiente, donde ya se reían de su ropa holgada y sus gafas remendadas. Sin embargo, a la mañana siguiente, descubrió al levantarse que su pelo estaba exactamente igual que antes de que su tía lo cortara. Como castigo, lo encerraron en la alacena durante una semana, aunque intentó decirles que no podía explicar cómo le había crecido tan deprisa el pelo.",cansada
"—Sí —dijo Harry—, pero no puedo recordarlo.",recordarlo
—Creo que voy a dejarla en algún sitio para que Longbottom la busque... ¿Qué os parece... en la copa de un árbol?,dejarla
—¡GRYFFINDOR! —gritó el sombrero. Ron gruñó.,GRYFFINDOR
—¿Andén qué?,Andén
"—¿Así que crees que es un premio por quebrantar las reglas? —Se oyó una voz irritada a sus espaldas. Hermione subía la escalera, mirando con aire de desaprobación el paquete de Harry",quebrantar
"»Las pruebas de quidditch tendrán lugar en la segunda semana del curso. Los que estén interesados en jugar para los equipos de sus casas, deben ponerse en contacto con la señora Hooch.",pruebas
"—Treinta y nueve, dulzura —dijo tía Petunia.",dulzura
"De todos modos, pensó Harry, aquello no era lo que llamaría un perfecto final para el día. Estaba acostado, despierto, oyendo dormir a Seamus y a Dean (Neville no había regresado de la enfermería). Ron había pasado toda la velada dándole consejos del tipo de: «Si trata de maldecirte, será mejor que te escapes, porque no recuerdo cómo se hace para pararlo». Tenían grandes probabilidades de que los atraparan Filch o la Señora Norris, y Harry sintió que estaba abusando de su suerte al transgredir otra regla del colegio en un mismo día. Por otra parte, el rostro burlón de Malfoy se le aparecía en la oscuridad, y aquélla era la gran oportunidad de vencerlo frente a frente. No podía perderla.",maldecirte
"Ron y Hermione se reunieron con Seamus y Dean en la grada más alta. Para darle una sorpresa a Harry, habían transformado en pancarta una de las sábanas que Scabbers había estropeado. Decía: «Potter; presidente», y Dean, que dibujaba bien, había trazado un gran león de Gryffindor. Luego Hermione había realizado un pequeño hechizo y la pintura brillaba, cambiando de color.",grada
"Los Slytherins ya estaban allí, y también las veinte escobas, cuidadosamente alineadas en el suelo. Harry había oído a Fred y a George Weasley quejarse de las escobas del colegio, diciendo que algunas comenzaban a vibrar si uno volaba muy alto, o que siempre volaban ligeramente torcidas hacia la izquierda.",alineadas
"Harry y Ron saltaron de sus asientos. En realidad, deseaban tener un motivo para pelearse con Malfoy, pero la profesora McGonagall, que detectaba problemas más rápido que ningún otro profesor del colegio, ya estaba allí.",deseaban
"Tío Vernon gruñó, para demostrar que lo escuchaba.",escuchaba
"sé que tienes las tardes del viernes libres, así que ¿te gustaría venir a tomar una taza de té conmigo, a eso de las tres? Quiero que me cuentes todo lo de tu primera semana. Envíame la respuesta con Hedwig.",cuentes
"—Eh..., sí, eso hicieron, sí —respondió Hagrid, arrastrando los pies—. Sin embargo, todavía tengo los pedazos —añadió con vivacidad.",vivacidad
"—¿Una carta? —repitió la profesora McGonagall, volviendo a sentarse—. Dumbledore, ¿de verdad cree que puede explicarlo todo en una carta? ¡Esa gente jamás comprenderá a Harry! ¡Será famoso... una leyenda... no me sorprendería que el día de hoy fuera conocido en el futuro como el día de Harry Potter! Escribirán libros sobre Harry... todos los niños del mundo conocerán su nombre.",comprenderá
—Y a tu amigo Ron lo reflejó como capitán.,reflejó
"Al comenzar el banquete de la primera noche, Harry había pensado que no le caía bien al profesor Snape. Pero al final de la primera clase de Pociones supo que no se había equivocado. No era sólo que a Snape no le gustara Harry: lo detestaba.",detestaba
"Harry sabía que Ron y Hermione estaban pensando lo mismo que él. Si Snape había formado parte de la protección de la Piedra, le resultaría fácil descubrir cómo la protegían los otros profesores. Es probable que supiera todos los encantamientos, salvo el de Quirrell, y cómo pasar ante Fluffy.",resultaría
"Del otro lado del claro llegó un súbito ruido de cascos al galope. Ronan y Bane aparecieron velozmente entre los árboles, resoplando y con los flancos sudados.",galope
El huevo estaba sobre la mesa. Tenía grietas en la cáscara. Algo se movía en el interior y un curioso ruido salía de allí.,grietas
"Hagrid apareció con aire desmañado, escondiendo algo detrás de la espalda. Parecía muy fuera de lugar; con su abrigo de piel de topo.",desmañado
"Se apresuró a cruzar la calle y echó a correr hasta su oficina. Dijo a gritos a su secretaria que no quería que le molestaran, cogió el teléfono y, cuando casi había terminado de marcar los números de su casa, cambió de idea. Dejó el aparato y se atusó los bigotes mientras pensaba... No, se estaba comportando como un estúpido. Potter no era un apellido tan especial. Estaba seguro de que había muchísimas personas que se llamaban Potter y que tenían un hijo llamado Harry. Y pensándolo mejor, ni siquiera estaba seguro de que su sobrino se llamara Harry. Nunca había visto al niño. Podría llamarse Harvey. O Harold. No tenía sentido preocupar a la señora Dursley, siempre se trastornaba mucho ante cualquier mención de su hermana. Y no podía reprochárselo. ¡Si él hubiera tenido una hermana así...! Pero de todos modos, aquella gente de la capa...",molestaran
"Ron se lanzó en picado, Hermione subió en vertical, la llave los esquivó a ambos, y Harry se lanzó tras ella. Iban a toda velocidad hacia la pared, Harry se inclinó hacia delante y, con un ruido desagradable, la aplastó contra la piedra con una sola mano. Los vivas de Ron y Hermione retumbaron por la habitación.",retumbaron
—¿Santo y seña? —preguntó.,seña
—Los libros de la biblioteca no pueden sacarse fuera del colegio —dijo Snape—. Dámelo. Cinco puntos menos para Gryffindor.,sacarse
—Tengo... tengo un distintivo como el de Bill y estoy levantando la copa de la casa y la copa de quidditch... ¡Y también soy capitán de quidditch!,distintivo
"Harry se movió frente al vidrio y miró intensamente a la serpiente. Si él hubiera estado allí dentro, sin duda se habría muerto de aburrimiento, sin ninguna compañía, salvo la de gente estúpida golpeando el vidrio y molestando todo el día. Era peor que tener por dormitorio una alacena donde la única visitante era tía Petunia, llamando a la puerta para despertarlo: al menos, él podía recorrer el resto de la casa.",duda
—No nos ofendemos —dijo rápidamente Harry—. Simplemente dinos qué tenemos que hacer.,ofendemos
"—Llévelo a la enfermería —ordenó Snape a Seamus. Luego se acercó a Harry y Ron, que habían estado trabajando cerca de Neville.",Llévelo
"Aquel día, tío Vernon no fue a trabajar. Se quedó en casa y tapió el buzón.",tapió
"—Exactamente —dijo Dumbledore, con mirada muy seria por encima de sus gafas—. Sería suficiente para marear a cualquier niño. ¡Famoso antes de saber hablar y andar! ¡Famoso por algo que ni siquiera recuerda! ¿No se da cuenta de que será mucho mejor que crezca lejos de todo, hasta que esté preparado para asimilarlo?",Exactamente
Ninguno vio la gran lechuza parda que pasaba volando por la ventana.,parda
"Algo muy doloroso estaba sucediendo en la mente de Harry. Mientras Hagrid iba terminando la historia, vio otra vez la cegadora luz verde con más claridad de lo que la había recordado antes y, por primera vez en su vida, se acordó de algo más, de una risa cruel, aguda y fría.",cegadora
—¿Que soy qué? —dijo Harry con voz entrecortada.,entrecortada
"—¡VOLDEMORT! —gritó Harry, y Hagrid se impresionó tanto que dejó de llorar—. Me encontré con él y lo llamo por su nombre. Por favor, alégrate, Hagrid, salvamos la Piedra, ya no está, no la podrá usar. Toma una rana de chocolate, tengo muchísimas...",llamo
"—Pero ¿quién estaría tan desesperado? —se preguntó en voz alta—. Si te van a maldecir para siempre, la muerte es mejor, ¿no?",maldecir
"Harry trató de apartar a la lechuza, pero ésta cerró el pico amenazadoramente y continuó atacando el abrigo.",amenazadoramente
"—Yo no tengo dinero y ya oíste a tío Vernon anoche, no va a pagar para que vaya a aprender magia.",oíste
"—Quiero ir a la fiesta —dijo a la señora Pomfrey, mientras ella le ordenaba todas las cajas de golosinas—. Podré ir, ¿verdad?",ordenaba
"En Privet Drive nunca se había visto un hombre así. Era alto, delgado y muy anciano, a juzgar por su pelo y barba plateados, tan largos que podría sujetarlos con el cinturón. Llevaba una túnica larga, una capa color púrpura que barría el suelo y botas con tacón alto y hebillas. Sus ojos azules eran claros, brillantes y centelleaban detrás de unas gafas de cristales de media luna. Tenía una nariz muy larga y torcida, como si se la hubiera fracturado alguna vez. El nombre de aquel hombre era Albus Dumbledore.",sujetarlos
"—¿Por qué Bane está tan enfadado? —preguntó—. Y a propósito, ¿qué era esa cosa de la que me salvaste?",salvaste
"El peligro yace ante ti, mientras la seguridad está detrás,",yace
"—Ningún riesgo, ya que ambos son dentistas —respondió Hermione.",dentistas
—¡Ay de mí! ¡Cera del oído!,Cera
—¿Ya estás levantado? —quiso saber.,levantado
"Se movió hacia delante y la reina blanca saltó. Golpeó a Ron con fuerza en la cabeza con su brazo de piedra y el chico se derrumbó en el suelo. Hermione gritó, pero se quedó en su casillero. La reina blanca arrastró a Ron a un lado. Parecía desmayado.",casillero
"La profesora McGonagall había vuelto. Uno a uno, los fantasmas flotaron a través de la pared opuesta.",flotaron
"—¿Lo has conseguido? —preguntó Ron, cuando se reunió con ellos—. ¿Qué ha pasado?",reunió
"Harry cogió prestada la pluma de Ron y contestó: «Sí, gracias, nos veremos más tarde», en la parte de atrás de la nota, y la envió con Hedwig.",prestada
"—Eres demasiado molesto para vivir, Potter. Deslizándote por el colegio, como en Halloween, porque me descubriste cuando iba a ver qué era lo que vigilaba la Piedra.",Deslizándote
"Harry sabía, de alguna manera, lo que tenía que hacer. Se inclinó hacia delante, cogió la escoba con las dos manos y se lanzó sobre Malfoy como una jabalina. Malfoy pudo apartarse justo a tiempo, Harry dio la vuelta y mantuvo firme la escoba. Abajo, algunos aplaudían.",jabalina
—Él no irá —dijo.,irá
"Brocklehurst, Mandy también fue a Ravenclaw, pero Brown, Lavender resultó la primera nueva Gryffindor, en la mesa más alejada de la izquierda, que estalló en vivas. Harry pudo ver a los hermanos gemelos de Ron, silbando.",Brocklehurst
"Harry negó violentamente con la cabeza, para que Neville no hablara más, pero la profesora McGonagall lo vio. Lo miró como si echara fuego igual que Norberto y se irguió, amenazadora, sobre los tres.",violentamente
"Al llegar a la esquina percibió el primer indicio de que sucedía algo raro: un gato estaba mirando un plano de la ciudad. Durante un segundo, el señor Dursley no se dio cuenta de lo que había visto, pero luego volvió la cabeza para mirar otra vez. Sí había un gato atigrado en la esquina de Privet Drive, pero no vio ningún plano. ¿En qué había estado pensando? Debía de haber sido una ilusión óptica. El señor Dursley parpadeó y contempló al gato. Éste le devolvió la mirada. Mientras el señor Dursley daba la vuelta a la esquina y subía por la calle, observó al gato por el espejo retrovisor: en aquel momento el felino estaba leyendo el rótulo que decía «Privet Drive» (no podía ser, los gatos no saben leer los rótulos ni los planos). El señor Dursley meneó la cabeza y alejó al gato de sus pensamientos. Mientras iba a la ciudad en coche no pensó más que en los pedidos de taladros que esperaba conseguir aquel día.",óptica
"Harry levantó la vista ante el rostro feroz y peludo, y vio que los ojos negros le sonreían.",peludo
—Esta pelota se llama quaffle —dijo Wood—. Los cazadores se tiran la quaffle y tratan de pasarla por uno de los aros de gol. Obtienen diez puntos cada vez que la quaffle pasa por un aro. ¿Me sigues?,Obtienen
"Harry salió de la biblioteca, deseando haber sido más rápido en inventarse algo. Él, Ron y Hermione se habían puesto de acuerdo en que era mejor no consultar a la señora Pince sobre Flamel. Estaban seguros de que ella podría decírselo, pero no podían arriesgarse a que Snape se enterara de lo que estaban buscando.",inventarse
Se oyó un crujido detrás de ellos y tío Vernon apareció en la habitación. Llevaba un rifle en las manos: ya sabían lo que contenía el paquete alargado que había llevado.,alargado
"—De verdad, Hermione, tú crees que todos los profesores son santos o algo parecido —dijo enfadado Ron—. Yo estoy con Harry. Creo que Snape es capaz de cualquier cosa. Pero ¿qué busca? ¿Qué es lo que guarda el perro?",santos
—No habría necesitado que la salváramos si no hubiéramos encerrado esa cosa con ella —le recordó Harry.,necesitado
"—¡Oh, sabes lo de Nicolás! —dijo contento Dumbledore—. Hiciste bien los deberes, ¿no es cierto? Bien, Nicolás y yo tuvimos una pequeña charla y estuvimos de acuerdo en que era lo mejor.",Hiciste
"—Yo las recogeré —dijo tío Vernon, poniéndose de pie rápidamente y siguiéndola.",recogeré
