sentence,words
¿Crees que las actrices de televisión saben llevar una casa?,actrices
"A las doce y media, en el servicio para empleados del Clark’s, Nola se mojaba la cara con agua con la esperanza de hacer desaparecer el rojo que marcaba sus ojos.",mojaba
"Después dio unos pasos de baile y gritó en voz alta: «¡Harry, amor mío, no está loco!",baile
Usted sabía que lo descubriría todo.,descubriría
Quizás le invitase a un vaso de té helado y conversaran un poco.,invitase
Sólo de pensar dónde podía estar aquel trozo de papel que podía arruinar a Harry enfurecía a Tamara.,enfurecía
"Me dijo: «Déjese llevar, jefe».",Déjese
"Detrás de las puertas batientes, permaneció un momento ensimismada y sonrió para sí misma: estaba enamorada de él.",ensimismada
"Pero el esfuerzo valía la pena: el lago era magnífico, estaba cubierto de nenúfares rosas y bordeado por inmensos sauces llorones.",sauces
¡Quiero oírlo con sus palabras! ¡Siempre elige bien las palabras!,oírlo
Pocos días después de encontrarla.,encontrarla
"Todos los días hay gente que nace, y otros que mueren.",mueren
"Esa joven testigo describiría al chófer como un hombre espantoso, de cuerpo fornido y rostro deformado.",describiría
"Su mujer, Amy, después de habernos servido algo de beber, fingió ocuparse de las macetas que adornaban su marquesina para escuchar nuestra conversación, cosa que tampoco ocultaba, porque iba comentando lo que decía su marido.",habernos
"Sólo la última semana, el FBI ha recibido cinco avisos de niños desaparecidos en el conjunto del país.",avisos
Usted no es nada! ¿Qué clase de hombre deja que su mujer pegue a su hija?,pegue
"En ese instante Jenny bajó llorando, en bragas y con los senos al aire, diciendo entre sollozo y sollozo que iba a anularlo todo porque aquello era demasiado para ella.",llorando
Llevábamos dos horas metidos en el polvoriento Chrysler oficial de Gahalowood.,metidos
"Ya llevaba más de una semana jugando al cliente habitual, trabajando allí a diario, como si nada, fingiendo: nadie debía saber que los sábados su corazón se aceleraba.",fingiendo
"No era un camorrista, no quería problemas.",camorrista
Gahalowood volvió a encauzar la conversación.,encauzar
"Todo el mundo se lava las manos sobre el Sudán, esa es la realidad.",lava
"Imagínese el desastre: dentro de un mes entramos en Navidad, y entonces nadie prestará atención alguna a nuestras historias.",entramos
"Permaneció un instante contemplando el océano, bañado de los improbables colores del amanecer.",improbables
"—Verá, reverendo Lewis, hace falta algo más para asustarme.",Verá
Sólo para saludarte.,saludarte
"Esa mañana, tras casi cuarenta y ocho horas en Goose Cove, decidí que había llegado la hora de enfrentarse al agujero abierto a veinte metros de la casa que hasta entonces me había limitado a observar de lejos.",cuarenta
Lo has mordido del revés.,revés
"—Bailaremos, Nola.",Bailaremos
—¿Echarme una mano?,Echarme
Cayó derribada al suelo.,derribada
Rodamos en silencio en dirección a Concord.,Rodamos
"Pero, entonces, ¿quién escribió esa fecha errónea en el dorso de la foto?",errónea
"Pero, joder, ¿así es como funciona el mundo?",funciona
"A medida que reflexionaba, me sentí invadido por una sensación extraña que no había experimentado desde hacía mucho tiempo: tenía ganas de escribir.",reflexionaba
"Quizás porque la gente se sentía conmovida por la imagen que ella y su padre transmitían: el buen pastor viudo y su abnegada hija, siempre sonrientes, sin quejarse nunca.",conmovida
Me dijo que así podría reventarme los tímpanos sin que el teléfono de la policía reventase a su vez con las llamadas de los vecinos.,reventarme
"En fin, me impliqué en el caso, como cualquier policía de la región: queríamos encontrar a esa chiquilla a cualquier precio.",impliqué
Había nevado mucho en invierno y los paisajes desfilaban ante mí cubiertos de blanco.,nevado
Cortar árboles para imprimir semejante periodicucho es criminal.,periodicucho
"Mire, trabajo mucho para escribir cuentos para la revista, pero la redacción se limita a publicármelos en las peores páginas.",publicármelos
"Un año después, regresaría a Ginebra para estudiar Derecho en la Université de Genève, graduándose en 2010.",Université
Retrasaba a menudo su salida del coche: hacía tiempo que no tenía muchas ganas de volver a casa.,Retrasaba
"Alternaban las conexiones en directo con Aurora, en el escenario del crimen, y Concord, la capital de New Hampshire, sesenta millas al noroeste, donde Harry permanecía detenido en la sede de la brigada criminal de la policía estatal.",Alternaban
Después de eso me centré en Alabama.,centré
¡Qué sorpresa encontrar su nota al ir a acostarme! Le escribo a escondidas: por la noche no se nos permite estar despiertos después del toque de queda y las enfermeras son unas auténticas harpías.,acostarme
"Lo saqué fuera y me senté bajo un gran abedul, frente a la casa, para mirar las fotos.",abedul
"Porque, por muy extraño que pudiera parecer —y sólo lo comprendí en aquel instante—, Harry era el amigo más preciado que tenía.",preciado
"Después de su tentativa de suicidio, fue a pasar unos diez días en Charlotte’s Hill, una clínica de reposo.",reposo
Siempre me dedicaba una sonrisa de dulzura casi maternal.,maternal
"En el reverso de la foto había una anotación: Nola y yo, Martha’s Vineyard, finales de julio de 1975.",reverso
"No se puede hablar de Nola Kellergan y del Sudán, no hay tiempo, ¿entiende?",Sudán
Le estoy escuchando atentamente.,atentamente
"Yo sabía que se trataba de Harry; sin embargo, necesitaba saber si ella también conocía ese dato.",dato
¿Estamos jugando a las comiditas o fabricando best-sellers?,fabricando
—¿Pintarla?,Pintarla
Fui yo quien recibió la llamada de la central…,recibió
Había explicado que iba de camino al club de tiro y que se había detenido para comprar un café en el restaurante del motel.,explicado
"Jenny desapareció inmediatamente en la cocina y gritó al cocinero: ¡Huevos con beicon para el grrrrran escritor! Su madre, que la había visto tontear en la sala, la llamó al orden:",Huevos
Recuerdo que me presenté con una botella de vino para él y flores para su mujer.,botella
La Nola de las fotos de los periódicos se correspondía con la Nola de las fotos de Harry.,correspondía
Colgada del cuello! ¡No me la quito nunca! ¡Nunca!,Colgada
—¡Vámonos! ¡Vámonos deprisa! Vayámonos enseguida.,Vayámonos
Fijamos la fecha de nuestra partida el 30 de agosto.,Fijamos
"—Pero entonces, esas palabras ¡conviértalas en palabras bonitas! ¡Póngase a trabajar!",conviértalas
El jefe Pratt cambió repentinamente a un tono agresivo.,repentinamente
—¿Quince dólares? ¿Por qué?,Quince
Pero ahora debes dejar de hacerte daño.,hacerte
Coloqué las bolas sobre el tapete.,Coloqué
"Convertirse en el Formidable no era nada, pero convertirse en un hombre formidable ha sido el colofón de un largo y magnífico combate contra usted mismo.",Convertirse
"No se lo he comentado hasta ahora porque temía comprometerle, pero creo que ha llegado la hora de poner las cartas sobre la mesa: la noche de la desaparición, Nola había quedado con Harry en un motel de la federal 1.",comprometerle
"—Pero ¿en qué estás pensando, Markie? ¿Vas a ir a defender a ese criminal bárbaro?",bárbaro
"Estaba con Gahalowood; sentados frente al océano, bebíamos una cerveza mirando el sol ponerse tras el horizonte.",bebíamos
¿Se puede uno enamorar de una chica de quince años?,enamorar
Sal inmediatamente de ese poblacho a primera hora de la mañana y vuelve a Nueva York.,poblacho
"Necesitaremos otra cosa para enfrentarnos a Stern y, mientras tanto, seguro que se habrá librado del cuadro.",Necesitaremos
—No te molestes.,molestes
Hacía unos días había venido con Elijah Stern y apenas le había dirigido la palabra.,dirigido
"Cada vez que le veía, imaginaba su vida juntos: su boda triunfal y su vida neoyorquina.",boda
"Hubo un silencio y Douglas murmuró, como si se diese cuenta en ese momento de lo que llevaba meses ignorando:",ignorando
"Mencioné la escapada de Harry y Nola a Martha’s Vineyard, el maltrato de la madre, el padre escondiéndose en el garaje.",escondiéndose
Nos pusimos frente a frente e intercambiamos golpes amortiguados; uno pegaba y el otro debía mantener la guardia en alto y protegerse.,intercambiamos
"—Señor Goldman —me dijo Sandra, de marketing—, necesitaríamos fotos de usted durante la escritura de su libro, fotos de archivo con Harry, fotos de Aurora.",necesitaríamos
"Pasamos un buen rato en la terraza, sentados cómodamente en unos sillones de mimbre, vaciando una nevera de plástico.",sillones
"Sabían que escribir sería su forma de amarse a partir de ese momento, pues no tenían derecho a estar juntos.",Sabían
¡Menudo chollo!,chollo
"—Jefe Dawn, ¿podría acercarse a Concord para aclararnos algunas cosas sobre Robert Quinn?",aclararnos
"En cuanto volviese, se ofrecería a él.",ofrecería
Está destrozando su carrera.,destrozando
No vayas a mezclarte en esa mierda.,mezclarte
"Cerró la puerta, giró la llave en la cerradura, me miró fijamente y vino hacia mí.",cerradura
No tenemos tiempo de ocuparnos de todo.,ocuparnos
"Envíen urgentemente refuerzos a Side Creek Lane, en el cruce con la federal 1.",Envíen
¿Me deja invitarle a unos dónuts y continuamos charlando?,invitarle
Pero Jenny sintió pánico y me tomó la delantera sin consultarme.,consultarme
Se encogió de hombros.,encogió
"Me respondió que Paul se había reído de sus chistes y yo le dije que se callara, que no quería oírle más.",reído
"Después de la gloria, hay otras glorias.",glorias
"Al contrario, utilícelos para avanzar».",utilícelos
La investigación se llevó a cabo con mucha profesionalidad.,profesionalidad
—¿Se va a terminar las patatas fritas?,fritas
"Rodeado por decenas de cámaras de televisión y de fotógrafos, se le vio entrar en la sala del tribunal, esposado y escoltado por la policía.",fotógrafos
—No estoy muy seguro de querer.,querer
"—He hablado con el jefe adjunto de la policía de Aurora, Travis Dawn.",adjunto
"Me masacró, literalmente, entre los gritos salvajes de la sala, encantada de ver cómo partían la cara al buen estudiantito blanco llegado de Montclair.",masacró
"Como había hecho todos los días anteriores a la misma hora, me preparé para continuar lo que había empezado a hacer: volver a boxear.",preparé
—Es el tiempo que necesitó Harry para escribir Los orígenes del mal.,necesitó
Doy de comer a las gaviotas porque Nola me pidió que lo hiciese.,Doy
"Y aquello era, de lejos, insuficiente.",insuficiente
—¿Por qué te has parado aquí?,parado
La justicia no es la suma de simples hechos: es un trabajo mucho más complejo.,simples
"Este policía que habla maravillas de usted… Perry Gahalowood se llama, creo.",maravillas
Aquello era el colmo de la felicidad.,colmo
"Es también un momento de gran altruismo: ofrece usted, a quien quiera descubrirla, una parte de sí mismo.",altruismo
Gahalowood me hizo una seña para indicarme que cogía el relevo.,indicarme
"Con ese escándalo de fondo, los periodistas se dedicaban a interrogarse sobre las razones que habrían podido llevar a Harry a asesinar a Nola Kellergan.",interrogarse
"Recuerdo esos dos manuscritos presidiendo la mesa de la terraza: uno escrito a mano, el original, y luego la transcripción a máquina, gracias al trabajo titánico que había llevado a cabo Nola.",presidiendo
¡Adoro Los orígenes del mal! ¡Es el libro que me impulsó a convertirme en escritor!,Adoro
"Prefiere estar en Aurora para seguir la evolución de la situación, quizás incluso para recuperar pruebas que considera comprometedoras.",Prefiere
"Y además, ha desaparecido de la faz de la Tierra.",faz
"Es cierto: incluso cuando el horizonte se esconde detrás de los árboles, el vuelo de las gaviotas en el cielo nos recuerda que el mar está justo detrás.",recuerda
"En cuanto se convenció, le invadió una inmensa excitación.",invadió
¿Y sabes lo que va a pasar si no cumples?,cumples
¡Terminado!,Terminado
—¿Iban a huir juntos?,Iban
"Que la carta estaba en la caja, y que la única llave que la abría colgaba, día y noche, del cuello de mi mujer.",colgaba
"—Ahora dígame cosas bonitas, Harry.",bonitas
"Colgué, furioso, y fui corriendo a mi ordenador.",Colgué
"Y las cartas de los lectores que recibía daban todas cuenta de ese sentimiento: a todos emocionaba la historia de esa adolescente desgraciada y maltratada que había vuelto a sonreír al conocer a Harry Quebert y que, a sus quince años, había luchado por él y le había permitido escribir Los orígenes del mal.",luchado
"A pesar de las cintas policiales que cruzaban el porche para prohibir el paso a la casa, penetré en su interior.",prohibir
"Los pasamos dando largos paseos al borde del océano, escuchando los grandes clásicos de la ópera, recorriendo las pistas de esquí de fondo, disfrutando de los actos culturales locales y organizando expediciones a los supermercados de la zona en busca de las pequeñas salchichas de cóctel que se vendían a beneficio de los veteranos del Ejército americano y que volvían loco a Harry, quien consideraba que ellas solas justificaban la intervención militar en Irak.",esquí
"Visitó los lugares recónditos, lagos y cabañas, a los que su hijo era aficionado.",recónditos
Si ha abierto la caja seguramente habrá visto los artículos.,abierto
"—¿Ves? —dijo—, ya te había dicho que no irías sola al baile.",irías
"Ya verá, le mimaremos: tendrá una niñera, un cocinero, un paseador y un peluquero.",mimaremos
"—Gracias, Ernie.",Ernie
¡Sincronización perfecta!,Sincronización
—¿Por qué la policía no lo relacionó con el caso en aquel momento?,relacionó
"Y sin embargo, yo lo había llamado antes de la salida del libro para obtener su versión de los hechos y no se había dignado a responderme.",dignado
Habríamos ido a consultar a buenos médicos y se hubiese curado.,curado
Él levantó la cabeza: el agua le golpeó el rostro.,golpeó
"—Me gustaría que me acompañases a Side Creek, si tienes tiempo.",acompañases
"Su maridito habrá contribuido al inmenso éxito de Marcus Goldman, la nueva estrella de la literatura.",maridito
"Y, después de haber lamido como un perrito la sal que bordeaba su vaso, añadió: «Juro que es verdad».",lamido
Nola sacó una octavilla del bolsillo y se la ofreció a Harry.,octavilla
"El coche arrancó inmediatamente y desapareció sin que nadie, aparte de Nancy, se diese cuenta del extraño acontecimiento que acababa de producirse.",producirse
"El parecido con Jenny era asombroso, aunque al principio pensé que era una coincidencia.",asombroso
"En el garaje, el disco terminó de interpretar su último corte y el padre se precipitó para volverlo a poner desde el principio.",volverlo
Los clientes observaban la escena en silencio.,observaban
"Averigüe quién era Nola: entonces encontrará a su asesino, y también al de la abuela Cooper.",Averigüe
Respondo justo después de leer su carta.,Respondo
"—Ay, Bobbo, ¡tienes que enterarte un poco de la vida mundana!",enterarte
"Frené bruscamente y salté fuera del coche gritando, disponiéndome a perseguir al intruso.",Frené
Y trate también de descubrir quién empina el codo y quién pega a su mujer: un testigo que bebe o que da palizas a su esposa no es un testigo creíble.,empina
Todavía recordaba la siniestra búsqueda de Nola.,siniestra
No volviste por aquí.,volviste
Fuimos a sentarnos en la terraza y le di su dinero.,sentarnos
"Confírmelo, ¿es un Monte Carlo negro?",Confírmelo
Y él me respondía con mímicas perplejas que disminuían mi confianza en su talento como abogado.,mímicas
"Entiéndalo, Marcus, se creía que yo era un gran escritor neoyorquino y que podría ayudarle.",Entiéndalo
Tenía la impresión de asistir a la última lección del Maestro.,asistir
Grité:,Grité
Había que haberos visto huir como conejos.,haberos
"—preguntó al entrar en el salón, en el que había una mesita baja con golosinas, aperitivos salados, una botella de champán y copas.",golosinas
"La temperatura era muy suave y, por la ventana abierta, les oí charlar y bromear, sentados en el capó de su coche, fumando un cigarrillo.",cigarrillo
"Era diferente a todos los hombres que había conocido hasta entonces, mucho más maduro.",maduro
"Evidentemente, se puso furioso cuando se enteró de que había ido a ver a Stern sin consultarle con antelación.",consultarle
Y mamá me dejó marcharme antes para ir a prepararme.,prepararme
"Había muerto años antes, por culpa de un tumor.",tumor
"Al final de la tarde, cuando todavía estaba en la terraza hojeando los álbumes y recuperando recuerdos, recibí una llamada de Douglas, desesperado.",hojeando
Veinticinco humillaciones.,Veinticinco
"Apoyado en la barra, me contó que sólo había escrito una canción en toda su vida, pero que esa canción había tenido un éxito tremebundo.",Apoyado
"Yo sabía que debía de andar por los noventa años, pero aparentaba veinte menos.",aparentaba
Puedo llamar al hotel cuando me apetezca para hacer la reserva.,apetezca
—¿Llamasteis a la policía?,Llamasteis
"—Jefe Pratt, ya hemos recibido una llamada de auxilio de una tal señora Deborah Cooper, en Side Creek Lane, hace siete minutos, informándonos de que una joven había encontrado refugio en su casa.",informándonos
"En una terraza, empachados de sol, Harry y Nola saboreaban zumos de fruta.",empachados
El asesino se sintió quizás cercado por la policía.,cercado
"Ese es el mundo de hoy: lleno de códigos y lleno de reglas, pero son reglas negras que encierran y oscurecen el corazón de la gente.",códigos
—Conduce usted muy despacio.,Conduce
"Se decía que su madre tenía razón: era malvada y fea, y ese era el motivo por el que Harry no quería saber nada de ella.",malvada
"Era un escritor famoso, tenía la impresión de dedicarme a la profesión más bella del mundo.",dedicarme
"Dijo que debía abandonar Jackson, abandonar Alabama, que el alejamiento y el tiempo ayudarían seguramente a Nola a recuperarse.",alejamiento
"Derecho incluso a salir con Lydia Gloor, la protagonista de la serie de televisión del momento y a la que todos se rifaban.",rifaban
"—Era mi única hija, ¿lo entienden?",entienden
¿A que ya empieza a gustarte?,gustarte
"Oyó cerrarse la puerta de entrada: su marido, Robert Quinn, que trabajaba de ingeniero en una fábrica de guantes de Concord, acababa de llegar a casa.",cerrarse
"Era un gesto conmovedor, hubiese podido sentarme frente a él, en una de las cincuenta sillas vacías del local.",conmovedor
"Obnubilado por la escena del crimen, no sentí la amenazadora presencia tras de mí.",Obnubilado
"De hecho, le descartamos rápidamente de nuestra lista de sospechosos.",descartamos
Quizás incluso abusa de ella.,abusa
"Eligió la orilla del bosque, donde el suelo era blando y nadie, ni siquiera Quebert, se daría cuenta de que la tierra había sido removida.",Eligió
De pronto llega la policía: el agente Dawn y el jefe Pratt empiezan a registrar el bosque y se acercan poco a poco a ellos.,empiezan
Quería explicárselo.,explicárselo
"No querrás meterte en problemas serios, ¿verdad?",meterte
Dijo que lo comprobaría con la oficina del sheriff.,comprobaría
"Al recordar su último verano con Nola, los ojos de Nancy se llenaron de lágrimas.",llenaron
"Soy el pastor Jeremy Lewis, dirijo la Comunidad de la Nueva Iglesia del Salvador.",dirijo
"«Los escritores que se pasan la noche escribiendo, enfermos de cafeína y fumando tabaco de liar, son un mito, Marcus.",enfermos
"Hablo de nosotros, de Burrows.",Hablo
"Le propuse pues trabajar un poco el saco para empezar, y así pasamos la velada.",propuse
¿Oye?,Oye
Me reservo para el hombre de mi vida.,reservo
Recuerdo que en tus temporadas aquí se os veía a ti y a Harry salir a correr al alba con esa disciplina de hierro.,temporadas
Intentaba imaginarse en qué habitación dormiría.,Intentaba
"Dijo, con voz muy tranquila pero que no permitía ninguna tergiversación:",tergiversación
"Pinkas, que había seguido la conversación sin intervenir, repitió, incrédulo: «Dios santo, nunca supe que la policía hubiera sospechado de Harry…».",incrédulo
"—Marcus, no quiero ocultarle que va a ser difícil.",ocultarle
"El jefe Pratt acababa de llegar: le dijo que permaneciese tranquila en su casa y que no se preocupase, y nos marchamos a registrar el bosque.",preocupase
"Comprendí que tenía que ponerme a ello, y de hecho me puse.",ponerme
Cualquier cosa menos que estuviera dejándolos plantados.,dejándolos
"—Si está usted de acuerdo, déjemelo.",déjemelo
Quizás alguien que no desea que revuelva este asunto.,revuelva
Acababa de enviarme una foto.,enviarme
Sin contar con que uno de los miembros del consejo de redacción de la revista acaba de proponerme que me convierta en redactor jefe.,proponerme
—¿Se arrepiente de haber escrito ese libro?,arrepiente
"A Gahalowood, que estaba en mi habitación, donde acababa de zamparse un copioso desayuno, no se le ocurrió mejor idea que exclamar: «¡Eh! ¡Que estoy aquí!».",zamparse
—He pedido que corten todas las carreteras.,corten
Corrí a ver lo que pasaba: era el Corvette de Harry lo que ardía.,Corrí
"En cuanto a mi madre, ¡es tan dura conmigo! Se diría que nunca ha sido joven.",dura
"—¡Robert Quinn! —exclamé al verle, como si todavía no lo creyese—.",creyese
Me quedé sin palabras ante esa demostración.,demostración
¿Había querido acaso romper haciéndole perder la cabeza?,haciéndole
"En el despacho de Harry, me dediqué a contemplar las fotografías de la pintura que había tomado y de las que Gahalowood me había dado una ampliación.",ampliación
"Recordaré toda mi vida el correctivo que me infligió esa noche, tan grande que pensé que iba a morir.",Recordaré
"En la cocina del Clark’s, Tamara Quinn, Amy Pratt y otras voluntarias preparaban comida para los que tomaban parte.",voluntarias
"Yo le pedía que se fuera, ¡pero cada vez que lo hacía me soltaba un billete de cien dólares!",soltaba
"Después, escuché un sollozo ahogado.",ahogado
"Pratt había establecido ya el perímetro de búsqueda con el capitán Rodik, de la policía estatal: sabía que Goose Cove no estaba incluido, nadie iría a buscarla allí.",establecido
"Con Nola sentía que pertenecía a un todo, de una entidad que formábamos juntos.",entidad
"La enfermedad me había fulminado y nadie podía ayudarme: aquellos a quienes se lo confiaba me decían que no pasaba nada, que seguramente era muy común y que si no escribía mi libro hoy, lo escribiría mañana.",fulminado
"—Ve a visitarle, si quieres… Le gustará.",visitarle
"—Lo esperaba —me dijo—, esperaba tanto que me eligiese.",eligiese
"Como no tenía otra cosa que hacer, ni dictados que tomar, ni correo que clasificar, ni café que preparar, daba vueltas y vueltas por el pasillo.",dictados
"Recordó el incendio de la casa de los Kellergan y nos repitió lo que ya sabíamos después de leer el informe policial, sin muchos más detalles.",sabíamos
Tomó una pista forestal paralela a la 1 para poder cortar más adelante el camino al fugitivo; alcanzó la carretera principal a tres millas de Side Creek Lane y le faltó poco para interceptar al Chevrolet negro.,Tomó
Feliz carrera».,Feliz
¡La madre pegaba a Nola! ¡Me lo dijo él! Me habló de los golpes y las simulaciones de ahogamiento.,ahogamiento
"Y podía imaginar fácilmente al viejo escritor creando sus obras maestras en su terraza, inspirado por las mareas y las puestas de sol.",creando
Así que dentro de una semana difundimos la historia esa de la psicosis infantil.,difundimos
Tu contrato anterior sigue en vigor y la única forma de anularlo es aceptar su propuesta.,vigor
"Al rato, contento porque ya había trabajado suficiente, salía a deambular por las calles de Manhattan, donde los viandantes murmuraban a mi paso.",deambular
"Sin embargo, le prohíbo meter los pies más allá de la cinta.",prohíbo
—Lo guardaré en la caja —dijo Tamara—.,guardaré
"«Aprenda a amar sus derrotas, Marcus, pues son las que le construirán.",construirán
"La radio seguía encendida, era el boletín de las siete de la mañana: … Alerta general en la región de Aurora tras la desaparición de una adolescente de quince años, Nola Kellergan, ayer noche, alrededor de las diecinueve horas.",boletín
¿Debía empujarle para poder meterse dentro del coche y darse a la fuga?,meterse
"Acto seguido, volvió a Goose Cove para sumergirse en sus borradores.",sumergirse
"Entonces llegó Jenny, demasiado arreglada pero deslumbrante con su vestido de noche.",arreglada
"Si se trataba de un secuestro, el culpable no tardaría en manifestarse.",manifestarse
—Perdiendo a esa persona».,Perdiendo
—¡Mi madre! —gritó aterrada—.,aterrada
"Como sabía que nuestro tiempo estaba contado, grité dirigiéndome a David Kellergan:",dirigiéndome
El local estaba desierto: no había más que un empleado que sacaba brillo con desgana al mostrador y que sacó fuerzas suficientes para tirar del grifo de la cerveza y servirme una pinta.,grifo
"Sin embargo, ahora nos inclinamos firmemente hacia la pista del secuestro.",inclinamos
"Se había limitado a dedicarle la portada, para desearle un buen viaje: Adiós, mi querida Nola.",desearle
"—No… Bueno, sí, quería a toda costa que bebiese una taza de té.",bebiese
"Pidió inmediatamente que se cerraran todas las carreteras, un registro general de toda la zona y la llegada de la policía estatal.",cerraran
—Ese tipo de cosas no pueden evitarse.,evitarse
"Prometí a Nola no ir a ver a sus padres, pero no podía quedarme de brazos cruzados, ¿lo entiende?",Prometí
"—Siento mucho lo de su hija, señor.",Siento
Esas palabras están prohibidas.,prohibidas
"Aurora es una pequeña ciudad al borde del océano, aproximadamente a un cuarto de hora de la frontera con Massachusetts.",hora
Me abrió una doncella.,doncella
Ayúdame…,Ayúdame
Él sintió cómo su corazón se aceleraba.,aceleraba
"Los jueves, Jared y yo no nos perdíamos nunca la clase de uno de los personajes centrales de la universidad: el escritor Harry Quebert.",perdíamos
"—¿Es usted mi casero, señor Stern?",casero
"Es una buena chica, pero, si quiere que le diga la verdad, me aburro un poco con ella… Me gustaría encontrar a alguien de quien estuviera muy enamorado, alguien especial, alguien… diferente.",aburro
Empezaba a escribir a las seis de la mañana y nunca lo dejaba antes de las nueve o las diez de la noche.,Empezaba
¡Estuve a dos dedos de sucumbir el año pasado!,sucumbir
Stern vio entonces la empuñadura de un arma en su cintura.,empuñadura
Te escucho.,escucho
"Hubo una persecución, se levantaron controles en toda la zona, pero los esquivó.",levantaron
"Y no se equivoca… Estamos a 17 de junio, Marc.",equivoca
"Arrancó la tarjeta a su marido, que intentaba esconderla bajo su periódico.",esconderla
—¿No intentó vengarse enviando cartas anónimas a Harry?,vengarse
"—¿Sabe?, cuando uno es policía de una pequeña ciudad, los accidentes de carretera forman parte de las intervenciones más importantes a las que debe hacer frente.",forman
Nola tiraba trozos de pan a unas gaviotas enormes que lanzaban roncos graznidos.,roncos
"Y mientras tanto, para ocupar su mente, pensaba en los benditos días en que venía a trabajar a la mesa 17 del Clark’s.",benditos
Le sirvió un vaso de té helado y colocó ante él un mantelete de papel y cubiertos.,mantelete
«Un texto no es nunca perfecto —me decía—.,perfecto
"Ya me parecía haber oído voces… Anda, pero si es el bueno de Travis.",voces
"Amigos, filetes y cerveza.",Amigos
"De pronto, la cara del reverendo cambió, nunca le había visto así: por primera vez, el amable pastor tenía un rostro sombrío y casi aterrador.",aterrador
LA CURA DE LOS ESCRITORES,ESCRITORES
La velada de la víspera con Jenny había sido sin duda la más aburrida de su vida.,víspera
"—Adiós, señor escritor.",Adiós
Sólo se enfrenta a él porque está usted seguro de dominarle.,dominarle
"Habiendo recobrado algo de valor, me sacudí la camisa y di algunos pasos hacia el hoyo.",sacudí
Dio un largo trago a su cerveza y hasta se tomó el tiempo de comer algunos cacahuetes antes de responderme.,responderme
—¡Que no le importaba! ¡Y que se encargara de los palés de Coca-Cola! ¡Adónde voy no es cosa suya!,palés
"Necesitábamos la confirmación del padre Kellergan, y el sábado 1 de noviembre de 2008 nos presentamos en delegación en el 245 de Terrace Avenue: íbamos Gahalowood, yo y Travis Dawn, al que habíamos informado de lo que habíamos descubierto en Alabama y al que Gahalowood había pedido que estuviese presente para tranquilizar a David Kellergan.",Necesitábamos
"Ya sabes lo que pasa cuando trabajas demasiado, mi querido Harry: te atacan esas espantosas migrañas que te vuelven tan irritable.",atacan
Equipos enteros habían sido movilizados para asegurar la producción y el seguimiento del libro.,movilizados
"Tamara dejó su vaso sobre una mesa alta y se dirigió subrepticiamente hacia los baños donde acababa de entrar Harry Quebert, para introducirse a su vez en ellos.",subrepticiamente
"Aquello me puso como loca, sabía que se tramaba algo.",tramaba
"De la comisaría de la calle principal brotaba una intensa actividad: allí se coordinaba la búsqueda, se centralizaba y seleccionaba la información.",coordinaba
"En cuanto a Robert, tenía también alguna curiosidad que compartir, pero las raras veces que quiso hablar su mujer le desairaba diciéndole: «Cállate, Bobbo.",desairaba
"En todo caso, probablemente alguien a quien Pratt encubrió y que temía que le descubriera.",encubrió
"Si de verdad le gusto, ¡no me rechace!",rechace
"—Mi editor dice que si no escribo un nuevo libro ahora, estoy acabado.",escribo
"Lo hemos estudiado todo, y la respuesta es afirmativa: puede mencionar nombres propios en su libro.",afirmativa
Espero que eso no le asuste.,asuste
—Es una insensatez.,insensatez
"La epopeya del Formidable empezó a mi llegada al instituto, cuando tuve que elegir una disciplina deportiva para el curso.",epopeya
Lo que cuenta es el camino que recorre entre la campana del primer round y la campana final.,round
[2] En español en el original.,español
"Bueno, lo leí sin más, también leo libros más serios.",leo
"Aunque el sol había salido hacía horas, la visibilidad era escasa.",escasa
"Deme pruebas de su inocencia, escritor, y quizás cambie de opinión.",cambie
¿Por qué nadie quiere creerme?,creerme
Arrastraron los cuerpos de Luther y de Nola hasta el Chevrolet.,Arrastraron
"—Es usted un cínico, Roy —respondí.",cínico
"La única persona a la que comuniqué las coordenadas de mi alojamiento fue Denise, para que pudiese mantenerme informado del cariz que tomaban los acontecimientos en Nueva York y de las últimas noticias acerca del fantasma de la señora Kellergan.",comuniqué
David Kellergan tiritaba.,tiritaba
"Durante casi toda una semana, la evité todo lo que me fue posible.",evité
Me hizo una seña para que me sentase.,sentase
Lo he hojeado y no es más que una guía de jardinería.,hojeado
"El día de la graduación, tras la ceremonia en el gran anfiteatro donde pronuncié mi discurso como número uno de la promoción (lo que dio pie a mi familia y amigos de Montclair a constatar con emoción que seguía siendo el Formidable), paseé un rato con Harry por el campus.",graduación
"Equipos de la brigada científica se desplegaron también en casa de Deborah Cooper y en el bosque, donde se habían encontrado las huellas de sangre.",desplegaron
Y entró precipitadamente en la cocina a buscar provisiones.,provisiones
—… en iluminaciones».,iluminaciones
"—No me lo explico, ¡cómo pueden acusarle de dos asesinatos cuando ni siquiera están seguros de que se trata del cuerpo de esa Nola!",seguros
"—No despierte a los muertos, señor Goldman.",despierte
El Principio Barnaski,Principio
"La razón por la que Pratt había descartado voluntariamente las dos pistas era que temía que Nola le hubiese confesado a una de las dos el episodio del coche de policía, y en consecuencia no quería arriesgarse a verse comprometido interrogándolas.",interrogándolas
Esa última frase tuvo por efecto hacernos reír a los dos: me conocía bien.,frase
