word,count,example_sentence,translation
Cantaba,1,20 de agosto de 1975 {{c1::Cantaba}} por el camino de Goose Cove.,
Contaba,1,"{{c1::Contaba}} las noches antes del gran día, estaba tan cerca.",
Regresó,1,"{{c1::Regresó}} a la casa, volvió a llamar.",
subirse,1,Jenny le vio {{c1::subirse}} al coche y marcharse disparado.,
avisaras,1,¡Te dije que me {{c1::avisaras}}!,
déjale,1,"¡Te lo suplico, Travis!, ¡{{c1::déjale}} en paz!",
pirado,1,Que te gusta ese {{c1::pirado}}.,
alcanzarle,1,"En la federal 1, poco antes de Side Creek Lane, Luther vio por el retrovisor el coche de policía que acababa de {{c1::alcanzarle}}.",
preferirle,1,¿Cómo podía {{c1::preferirle}} a él?,
quitársela,1,"Él, que lo hacía todo por ella, que se había quedado en Aurora para estar cerca de ella, y ahora venía este tío a {{c1::quitársela}}.",
Ordenó,1,{{c1::Ordenó}} a Luther que saliese del coche y le miró de arriba abajo.,
Maldito,1,"{{c1::Maldito}} chiflado, ¿estás molestando a Jenny?",
chiflado,1,"Maldito {{c1::chiflado}}, ¿estás molestando a Jenny?",
molestando,1,"Maldito chiflado, ¿estás {{c1::molestando}} a Jenny?",
pometo,1,Te {{c1::pometo}} que no ez lo que pienzaz.,
zupe,1,No {{c1::zupe}} contolar mi fuedza.,
contolar,1,No zupe {{c1::contolar}} mi fuedza.,
fuedza,1,No zupe contolar mi {{c1::fuedza}}.,
vedad,1,Lo ziento de {{c1::vedad}}.,
poblemaz,1,No quiedo {{c1::poblemaz}}.,
folláis,1,"Jenny y tú, ¿{{c1::folláis}} juntos?",
funciona,1,"Pero, joder, ¿así es como {{c1::funciona}} el mundo?",
humillado,1,"No sabía muy bien lo que debía hacer: pensó en Jenny, que le rechazaba, se sentía {{c1::humillado}} y miserable.",
pisoteasen,1,"También sentía cólera, estaba harto de que le {{c1::pisoteasen}} sin parar, ya era hora de que se comportase como un hombre.",
comportase,1,"También sentía cólera, estaba harto de que le pisoteasen sin parar, ya era hora de que se {{c1::comportase}} como un hombre.",
salvajemente,1,"Así que sacó la porra de su cinturón, la levantó en el aire y, en un acto de locura, empezó a golpear a Luther {{c1::salvajemente}}.",
diccionario,1,Basta con abrir un {{c1::diccionario}} y elegir una.,
repítala,1,"Coja usted una palabra y {{c1::repítala}} en uno de sus libros, por todas partes.",
Cojamos,1,{{c1::Cojamos}} una palabra al azar: gaviota.,
fijarán,1,Se {{c1::fijarán}} en esos estridentes pájaros y se dirán: «Me pregunto qué es lo que Goldman ha podido ver en ellos».,
empezarán,1,Y después {{c1::empezarán}} a asimilar gaviotas y Goldman.,
asimilar,1,Y después empezarán a {{c1::asimilar}} gaviotas y Goldman.,
pensarán,1,"Y cada vez que vean gaviotas, {{c1::pensarán}} en su libro y en toda su obra.",
define,1,Eso es lo que {{c1::define}} a un escritor.,
cité,1,"Lunes 7 de julio de 2008, Boston, Massachusetts Cuatro días después del arresto del jefe Pratt, me {{c1::cité}} con Roy Barnaski en un salón privado del hotel Park Plaza de Boston para firmar un contrato de edición de un millón de dólares por mi libro sobre el caso Harry Quebert.",
epílogo,1,Douglas también estaba presente; se le veía visiblemente aliviado por el feliz {{c1::epílogo}} de aquella historia.,
aplauda,1,¡Que todo el mundo {{c1::aplauda}}!,
limité,1,"No respondí, y me {{c1::limité}} a sacar un paquete de hojas de mi cartera y a entregárselo.",
entregárselo,1,"No respondí, y me limité a sacar un paquete de hojas de mi cartera y a {{c1::entregárselo}}.",
ampliamente,1,Sonrió {{c1::ampliamente}}: —Así que aquí están sus famosas cincuenta primeras páginas… —Sí.,
famosas,1,Sonrió ampliamente: —Así que aquí están sus {{c1::famosas}} cincuenta primeras páginas… —Sí.,
Permítanme,1,{{c1::Permítanme}} que me tome el tiempo de echarles un vistazo.,
echarles,1,Permítanme que me tome el tiempo de {{c1::echarles}} un vistazo.,
jarras,1,"Douglas y yo dejamos la sala para permitirle leer tranquilamente y bajamos al bar del hotel, donde pedimos dos {{c1::jarras}} de cerveza tostada.",
comparados,1,Un millón de dólares no son nada {{c1::comparados}} con lo que va a sacarse.,
Tendrías,1,{{c1::Tendrías}} que verlo: en Nueva York no se habla más que de este asunto.,
capacitado,1,Pero todo el mundo sabe que el único realmente {{c1::capacitado}} para hacer ese libro eres tú.,
contrarrestar,1,Y una bonita forma de {{c1::contrarrestar}} un poco todas las ignominias que se han podido decir sobre Quebert.,
ignominias,1,Y una bonita forma de contrarrestar un poco todas las {{c1::ignominias}} que se han podido decir sobre Quebert.,
inicial,1,"Tu idea {{c1::inicial}} era defenderlo, ¿no?",
defenderlo,1,"Tu idea inicial era {{c1::defenderlo}}, ¿no?",
Volvía,1,"{{c1::Volvía}} a Goose Cove desde la prisión estatal, donde Harry acababa de perder los papeles y había estado a punto de estrellarme una silla en la cara cuando le informé de la existencia de un cuadro que representaba a Nola en casa de Elijah Stern.",
Aparqué,1,"{{c1::Aparqué}} delante de la casa y, al bajar del coche vi inmediatamente el trozo de papel encajado en la puerta de entrada.",
Último,1,"{{c1::Último}} aviso, Goldman No le presté atención: primer o último aviso, ¿qué diferencia había?",
presté,1,"Último aviso, Goldman No le {{c1::presté}} atención: primer o último aviso, ¿qué diferencia había?",
cubo,1,Tiré la nota en el {{c1::cubo}} de basura de la cocina y encendí la televisión.,
negligente,1,"Estaban hablando del arresto del jefe Pratt: algunos llegaban a poner en duda la investigación que él mismo había dirigido entonces, y se preguntaban si la búsqueda no habría sido voluntariamente {{c1::negligente}} por parte del antiguo jefe de policía.",
disfrutada,1,"Caía la noche, que prometía ser dulce y hermosa; el tipo de velada que merecía ser {{c1::disfrutada}} entre amigos, poniendo enormes filetes en la barbacoa y bebiendo cerveza.",
comí,1,Pedí una pizza y me la {{c1::comí}} en la terraza.,
sigas,1,Sólo con una condición: que {{c1::sigas}} viniendo a mi casa a ver las Series Mundiales.,
Series,1,Sólo con una condición: que sigas viniendo a mi casa a ver las {{c1::Series}} Mundiales.,
Mundiales,1,Sólo con una condición: que sigas viniendo a mi casa a ver las Series {{c1::Mundiales}}.,
ocupas,1,Tú te {{c1::ocupas}} de las cervezas y yo de los nachos con queso.,
Verme,1,¿{{c1::Verme}}?,
delirante,1,"Doug, esta historia es completamente {{c1::delirante}}.",
perjudica,1,¿Y si la verdad {{c1::perjudica}} a Harry?,
protégete,1,"Sobre todo, {{c1::protégete}} el culo: evita terminar con tantas demandas como habitantes tiene New Hampshire.",
conténtate,1,"Entonces, {{c1::conténtate}} con escribir que Nola era una hija infeliz y maltratada.",
evitarás,1,"Todo el mundo comprenderá que son sus padres los responsables de ese maltrato, pero {{c1::evitarás}} decirlo explícitamente… Nadie podrá demandarte.",
explícitamente,1,"Todo el mundo comprenderá que son sus padres los responsables de ese maltrato, pero evitarás decirlo {{c1::explícitamente}}… Nadie podrá demandarte.",
demandarte,1,"Todo el mundo comprenderá que son sus padres los responsables de ese maltrato, pero evitarás decirlo explícitamente… Nadie podrá {{c1::demandarte}}.",
acusar,1,"Un consejo de agente, Marc: necesitas pruebas sólidas para {{c1::acusar}} a alguien; si no, te van a acribillar a demandas.",
acribillar,1,"Un consejo de agente, Marc: necesitas pruebas sólidas para acusar a alguien; si no, te van a {{c1::acribillar}} a demandas.",
marrones,1,Y creo que ya has tenido suficientes {{c1::marrones}} estos últimos meses.,
Encuentra,1,"{{c1::Encuentra}} un testigo fiable que afirme que la madre era una hija de puta que daba tremendas palizas a la chiquilla, y si no, limítate a hija infeliz y maltratada.",
afirme,1,"Encuentra un testigo fiable que {{c1::afirme}} que la madre era una hija de puta que daba tremendas palizas a la chiquilla, y si no, limítate a hija infeliz y maltratada.",
tremendas,1,"Encuentra un testigo fiable que afirme que la madre era una hija de puta que daba {{c1::tremendas}} palizas a la chiquilla, y si no, limítate a hija infeliz y maltratada.",
limítate,1,"Encuentra un testigo fiable que afirme que la madre era una hija de puta que daba tremendas palizas a la chiquilla, y si no, {{c1::limítate}} a hija infeliz y maltratada.",
evitamos,1,Así {{c1::evitamos}} que un juez acepte suspender la venta del libro por problemas de difamación.,
acepte,1,Así evitamos que un juez {{c1::acepte}} suspender la venta del libro por problemas de difamación.,
sórdidos,1,"En cambio, con lo de Pratt, ahora que todo el mundo sabe lo que hizo, puedes entrar en detalles {{c1::sórdidos}}.",
aumenta,1,Eso {{c1::aumenta}} las ventas.,
proponía,1,"Barnaski {{c1::proponía}} vernos el lunes 7 de julio en Boston, ciudad que tenía la ventaja de estar a una hora de avión de Nueva York y dos de carretera desde Aurora, así que acepté.",
City,1,"1 de diciembre de 2006, New York {{c1::City}} —Doug, ¿puedes hacer más mojitos?",
aullido,1,"Detrás de la encimera de mi cocina, Douglas, cubierto con un delantal que representaba un cuerpo de mujer desnuda, lanzó un {{c1::aullido}} de lobo, agarró una botella de ron y la vació en una coctelera llena de hielo picado.",
lobo,1,"Detrás de la encimera de mi cocina, Douglas, cubierto con un delantal que representaba un cuerpo de mujer desnuda, lanzó un aullido de {{c1::lobo}}, agarró una botella de ron y la vació en una coctelera llena de hielo picado.",
ron,1,"Detrás de la encimera de mi cocina, Douglas, cubierto con un delantal que representaba un cuerpo de mujer desnuda, lanzó un aullido de lobo, agarró una botella de {{c1::ron}} y la vació en una coctelera llena de hielo picado.",
coctelera,1,"Detrás de la encimera de mi cocina, Douglas, cubierto con un delantal que representaba un cuerpo de mujer desnuda, lanzó un aullido de lobo, agarró una botella de ron y la vació en una {{c1::coctelera}} llena de hielo picado.",
hielo,1,"Detrás de la encimera de mi cocina, Douglas, cubierto con un delantal que representaba un cuerpo de mujer desnuda, lanzó un aullido de lobo, agarró una botella de ron y la vació en una coctelera llena de {{c1::hielo}} picado.",
quinta,1,"Por {{c1::quinta}} vez en tres semanas, desde que me había mudado a mi piso en el Village, organizaba una fiesta en mi casa.",
mudado,1,"Por quinta vez en tres semanas, desde que me había {{c1::mudado}} a mi piso en el Village, organizaba una fiesta en mi casa.",
Decenas,1,{{c1::Decenas}} de personas se apelotonaban en mi salón y yo sólo conocía a una cuarta parte.,
white,1,"Douglas se ocupaba de inundar a los invitados de mojitos y yo me encargaba de los {{c1::white}} russians, el único cóctel que consideraba desde siempre como decentemente bebible.",
russians,1,"Douglas se ocupaba de inundar a los invitados de mojitos y yo me encargaba de los white {{c1::russians}}, el único cóctel que consideraba desde siempre como decentemente bebible.",
decentemente,1,"Douglas se ocupaba de inundar a los invitados de mojitos y yo me encargaba de los white russians, el único cóctel que consideraba desde siempre como {{c1::decentemente}} bebible.",
bebible,1,"Douglas se ocupaba de inundar a los invitados de mojitos y yo me encargaba de los white russians, el único cóctel que consideraba desde siempre como decentemente {{c1::bebible}}.",
Actúa,1,"{{c1::Actúa}} en esa serie que todo el mundo ve… Bueno, excepto tú, claro.",
abro,1,La gente llama y yo les {{c1::abro}} la puerta.,
cocteleras,1,¡Mi casa es tu casa![2] Volví al salón con unas pastas y las {{c1::cocteleras}}.,
respirar,1,"Después vi cómo caía la nieve detrás de las ventanas, y sentí el repentino impulso de {{c1::respirar}} aire libre.",
Contemplé,1,"{{c1::Contemplé}} la inmensidad de Nueva York ante mí y los millones de puntos de luz hasta perderse de vista, y grité con todas mis fuerzas: «¡Soy Marcus Goldman!».",
perderse,1,"Contemplé la inmensidad de Nueva York ante mí y los millones de puntos de luz hasta {{c1::perderse}} de vista, y grité con todas mis fuerzas: «¡Soy Marcus Goldman!».",
sonando,1,"Marcus Goldman, tu teléfono está {{c1::sonando}} —me dijo.",
rogué,1,Le {{c1::rogué}} que fuera buena y me esperase en el balcón y fui a responder rápidamente.,
Bastante,1,{{c1::Bastante}} bien.,
Escucho,1,{{c1::Escucho}} un escándalo terrible de fondo… ¿Tiene visita?,
cortan,1,"Tiene que venir a verlo sin falta, tengo unas vistas que {{c1::cortan}} la respiración.",
respiración,1,"Tiene que venir a verlo sin falta, tengo unas vistas que cortan la {{c1::respiración}}.",
divirtiendo,1,"En todo caso, parece que se está {{c1::divirtiendo}}.",
increíblemente,1,Y eso no es todo: ¡hay una actriz {{c1::increíblemente}} guapa esperándome en el balcón!,
organizo,1,Yo… {{c1::organizo}} una pequeña velada en mi casa.,
Amigos,1,"{{c1::Amigos}}, filetes y cerveza.",
divertimos,1,Nos {{c1::divertimos}}.,
llegan,1,Otros invitados que {{c1::llegan}}.,
cabremos,1,"No sé si {{c1::cabremos}} todos en casa, ¡y Dios sabe que es grande!",
Diviértase,1,{{c1::Diviértase}}.,
llamaría,1,"Volví a mi balcón: esa noche empecé a salir con Lydia Gloor, la que mi madre {{c1::llamaría}} «la actriz televisiva».",
prometí,1,"Como le {{c1::prometí}}, volví a llamar a Harry después de esa velada.",
progresó,1,"4-6 de julio de 2008 Durante los días que precedieron a la cita en Boston con Barnaski, la investigación {{c1::progresó}} de forma espectacular.",
interrogándolas,1,"La razón por la que Pratt había descartado voluntariamente las dos pistas era que temía que Nola le hubiese confesado a una de las dos el episodio del coche de policía, y en consecuencia no quería arriesgarse a verse comprometido {{c1::interrogándolas}}.",
muertes,1,"Sin embargo, juró que no tenía nada que ver con las {{c1::muertes}} de Nola y Deborah Cooper y que había dirigido la búsqueda de forma irreprochable.",
irreprochable,1,"Sin embargo, juró que no tenía nada que ver con las muertes de Nola y Deborah Cooper y que había dirigido la búsqueda de forma {{c1::irreprochable}}.",
solicitase,1,"Con su declaración como base, Gahalowood consiguió convencer al fiscal para que {{c1::solicitase}} una orden de registro del domicilio de Elijah Stern, que tuvo lugar el viernes 4 de julio, día de la fiesta nacional.",
excitó,1,"Sin embargo, este nuevo capítulo {{c1::excitó}} aún más la curiosidad de la opinión pública: tras el arresto del célebre escritor Harry Quebert y del antiguo jefe de policía Gareth Pratt, el hombre más rico de New Hampshire se veía mezclado a su vez en la muerte de la pequeña Kellergan.",
Absolutamente,1,{{c1::Absolutamente}} tranquilo.,
ejército,1,Incluso había ordenado a su {{c1::ejército}} de abogados que esperase fuera.,
tratase,1,Stern respondió como si se {{c1::tratase}} de algo evidente: —Porque es mío.,
prohíba,1,¿Hay alguna ley en este Estado que {{c1::prohíba}} colgar cuadros en la pared?,
Lennon,1,"Y si tuviese un cuadro de John {{c1::Lennon}}, que también fue asesinado, ¿sería grave?",
falla,1,"Julio y agosto, si la memoria no me {{c1::falla}}.",
incomodaba,1,¿Y no le {{c1::incomodaba}} tener en su casa un cuadro de una chica desaparecida?,
degeneración,1,El arte actual no es más que el resultado de la {{c1::degeneración}} del mundo podrido por lo políticamente correcto.,
podrido,1,El arte actual no es más que el resultado de la degeneración del mundo {{c1::podrido}} por lo políticamente correcto.,
políticamente,1,El arte actual no es más que el resultado de la degeneración del mundo podrido por lo {{c1::políticamente}} correcto.,
causarle,1,"¿Es usted consciente de que la posesión de una obra que representa a una jovencita de quince años desnuda podría {{c1::causarle}} problemas, señor Stern?",
genitales,1,No se ven ni sus senos ni sus partes {{c1::genitales}}.,
afirman,1,Tengo testigos que {{c1::afirman}} que tenía una relación con ella.,
patina,1,"Escuche, sargento, me da usted pena: su investigación {{c1::patina}} y a usted le cuesta formular preguntas.",
formular,1,"Escuche, sargento, me da usted pena: su investigación patina y a usted le cuesta {{c1::formular}} preguntas.",
magníficos,1,"Ya me había pintado cuadros {{c1::magníficos}}, vistas de New Hampshire, escenas de la vida cotidiana de nuestra hermosa América, y yo estaba entusiasmado.",
cotidiana,1,"Ya me había pintado cuadros magníficos, vistas de New Hampshire, escenas de la vida {{c1::cotidiana}} de nuestra hermosa América, y yo estaba entusiasmado.",
vendiese,1,"La prueba es que, si {{c1::vendiese}} ahora ese cuadro, con todo el ruido que está haciendo este caso, sacaría sin duda alguna uno o dos millones de dólares.",
contemporáneos,1,¿Conoce usted muchos pintores {{c1::contemporáneos}} que vendan por dos millones de dólares?,
vendan,1,¿Conoce usted muchos pintores contemporáneos que {{c1::vendan}} por dos millones de dólares?,
legión,1,"Una vez terminada su explicación, Stern decretó que había perdido bastante tiempo y que el interrogatorio había terminado, y se marchó, seguido por su {{c1::legión}} de abogados, dejando a Gahalowood mudo y con un misterio más en el caso.",
supongo,1,"Es sólo cuestión de días, {{c1::supongo}}.",
proponer,1,"Marcus, tengo que decírselo: la oficina del fiscal va a {{c1::proponer}} un acuerdo a Quebert.",
Renuncian,1,{{c1::Renuncian}} a acusarlo de secuestro y él se declara culpable de crimen pasional.,
acusarlo,1,Renuncian a {{c1::acusarlo}} de secuestro y él se declara culpable de crimen pasional.,
declara,1,Renuncian a acusarlo de secuestro y él se {{c1::declara}} culpable de crimen pasional.,
quedarán,1,Y se {{c1::quedarán}} en quince si se porta bien.,
porta,1,Y se quedarán en quince si se {{c1::porta}} bien.,
libraría,1,Se {{c1::libraría}} de la pena de muerte.,
olvidábamos,1,"Tenía la impresión de que {{c1::olvidábamos}} algo, un detalle que podía explicarlo todo.",
realizarle,1,"Harry me describió las escenas de ahogo, Pratt contó cómo la había forzado a {{c1::realizarle}} una felación, Nancy me habló de sus citas sórdidas con Luther Caleb, pero las declaraciones de Jenny y Tamara fueron muy distintas: según ellas, nada hacía pensar que Nola fuera una chica maltratada o infeliz.",
repetírmelo,1,Me quedé tan extrañado que le obligué a {{c1::repetírmelo}}.,
canturreando,1,"En cuanto a Robert Quinn, me contó que a veces se la cruzaba transportando una máquina de escribir, pero que marchaba ligera, {{c1::canturreando}} alegremente.",
terrenal,1,"Parecía que Aurora, ese agosto de 1975, era el paraíso {{c1::terrenal}}.",
garantías,1,"Después, me invadió una duda terrible: ¿qué {{c1::garantías}} tenía de que Harry me hubiese contado la verdad?",
estratagema,1,¿Y si no era más que una {{c1::estratagema}} para disculparse del asesinato?,
disculparse,1,¿Y si no era más que una estratagema para {{c1::disculparse}} del asesinato?,
atravesada,1,Su frente estaba {{c1::atravesada}} por líneas que no había visto antes.,
trato,1,El fiscal quiere proponerle un {{c1::trato}} —dije.,
Crimen,1,{{c1::Crimen}} pasional.,
plantearse,1,"Por su tono de voz, comprendí que estaba dispuesto a {{c1::plantearse}} esa opción.",
recriminé,1,No me diga que va a aceptar esa oferta —le {{c1::recriminé}}.,
Evitar,1,¿{{c1::Evitar}} la pena de muerte?,
póquer,1,No tengo ninguna gana de meterme en una partida de {{c1::póquer}} con un jurado que ya me ha condenado.,
perpetua,1,Quince años de prisión siempre serán mejor que la {{c1::perpetua}} o el corredor de la muerte.,
demostraremos,1,¡Entonces lo {{c1::demostraremos}}!,
grabe,1,Ya no quiero que me {{c1::grabe}}.,
volviésemos,1,Me gustaría que {{c1::volviésemos}} a hablar de su fuga del 30 de agosto de 1975.,
pareceré,1,"Le {{c1::pareceré}} cursi, pero era mágico.",
cursi,1,"Le pareceré {{c1::cursi}}, pero era mágico.",
Terminé,1,{{c1::Terminé}} el libro el día 27 de agosto.,
presidiendo,1,"Recuerdo esos dos manuscritos {{c1::presidiendo}} la mesa de la terraza: uno escrito a mano, el original, y luego la transcripción a máquina, gracias al trabajo titánico que había llevado a cabo Nola.",
titánico,1,"Recuerdo esos dos manuscritos presidiendo la mesa de la terraza: uno escrito a mano, el original, y luego la transcripción a máquina, gracias al trabajo {{c1::titánico}} que había llevado a cabo Nola.",
Estuvimos,1,"{{c1::Estuvimos}} en la playa, donde nos habíamos conocido tres meses antes.",
Caminamos,1,{{c1::Caminamos}} un buen rato.,
Haberte,1,"Nola me cogió de la mano y me dijo: «{{c1::Haberte}} conocido ha cambiado mi vida, Harry.",
urgentes,1,"El plan estaba listo: yo debía marcharme de Aurora a la mañana siguiente, tras pasar por el Clark’s para dejarme ver y anunciar que estaría ausente una semana o dos con el pretexto de unos asuntos {{c1::urgentes}} en Boston.",
coherente,1,Después debía pasar dos días en Boston y conservar las facturas del hotel: así todo sería {{c1::coherente}} si la policía me interrogaba.,
atajo,1,"Le pregunté cómo iba a hacer para llegar a ese motel que estaba a varias millas de Aurora, y me contestó que no me preocupara, que caminaba muy deprisa y que conocía un {{c1::atajo}} por la playa.",
encontraríamos,1,"Nos {{c1::encontraríamos}} en la habitación al final de la tarde, a las siete.",
Tendríamos,1,"{{c1::Tendríamos}} que marcharnos enseguida, llegar a Canadá, encontrar un lugar donde quedarnos, un pequeño piso de alquiler.",
quedarnos,1,"Tendríamos que marcharnos enseguida, llegar a Canadá, encontrar un lugar donde {{c1::quedarnos}}, un pequeño piso de alquiler.",
pretextando,1,"Por último, yo debía dejar la casa de Goose Cove y marcharme definitivamente de Aurora, {{c1::pretextando}} que había terminado la novela y que a partir de entonces tendría que preocuparme de publicarla.",
publicarla,1,"Por último, yo debía dejar la casa de Goose Cove y marcharme definitivamente de Aurora, pretextando que había terminado la novela y que a partir de entonces tendría que preocuparme de {{c1::publicarla}}.",
viajado,1,"A esas alturas habría vuelto con Nola, habría enviado el manuscrito por correo a los editores neoyorquinos y después habría {{c1::viajado}} desde nuestro escondite en Canadá hasta Nueva York para ocuparme de la publicación del libro.",
cumpliese,1,Habríamos esperado a que {{c1::cumpliese}} dieciocho años y se habría convertido en la señora de Harry Quebert.,
Papeles,1,¿{{c1::Papeles}} falsos?,
ensayamos,1,"Ese 27 de agosto, en la playa, {{c1::ensayamos}} nuestro plan varias veces y volvimos a casa.",
Serás,1,{{c1::Serás}} un gran escritor.,
casarme,1,Siempre soñé con {{c1::casarme}} con un profesor universitario.,
llamaremos,1,"Y tendremos un gran perro del color del sol, un labrador al que {{c1::llamaremos}} Storm.",
espérame,1,"Espérame, Harry, te lo ruego, {{c1::espérame}}».",
rosada,1,"Una luz {{c1::rosada}} iluminaba el océano, y gritaban las bandadas de gaviotas.",
iluminaba,1,"Una luz rosada {{c1::iluminaba}} el océano, y gritaban las bandadas de gaviotas.",
gritaban,1,"Una luz rosada iluminaba el océano, y {{c1::gritaban}} las bandadas de gaviotas.",
ausentaba,1,"Pasé por el Clark’s a tomarme un café, adrede, para dejarme ver y decir que me {{c1::ausentaba}}.",
Contienen,1,{{c1::Contienen}} algunos hechos que no deberán publicarse.,
deberán,1,Contienen algunos hechos que no {{c1::deberán}} publicarse.,
aprobará,1,"De todas formas, usted {{c1::aprobará}} las pruebas finales.",
contratos,1,"Pidió champán, extendió los {{c1::contratos}} sobre la mesa y resumió su contenido: —Entrega del manuscrito a finales de agosto.",
Entrega,1,"Pidió champán, extendió los contratos sobre la mesa y resumió su contenido: —{{c1::Entrega}} del manuscrito a finales de agosto.",
sobrecubierta,1,La {{c1::sobrecubierta}} promocional ya estará lista.,
Relectura,1,"{{c1::Relectura}} y maquetación en dos semanas, impresión en ese mes de septiembre.",
maquetación,1,"Relectura y {{c1::maquetación}} en dos semanas, impresión en ese mes de septiembre.",
Salida,1,{{c1::Salida}} prevista para la última semana de septiembre.,
Fenomenal,1,"¡{{c1::Fenomenal}} golpe de marketing, mi querido Goldman!",
Hip,1,"¡{{c1::Hip}} hip, hurra!",
aprobada,1,"Barnaski ya tenía una respuesta preparada y {{c1::aprobada}} por su servicio jurídico: —Si la investigación ha concluido, es un relato auténtico.",
sugiere,1,"Si no es el caso, dejamos el tema abierto o {{c1::sugiere}} usted el final y es una novela.",
Jurídicamente,1,"{{c1::Jurídicamente}} es intocable y, para los lectores, no existe diferencia alguna.",
chollo,1,¡Menudo {{c1::chollo}}!,
complicidad,1,Me miró con expresión de {{c1::complicidad}}; un camarero trajo champán e insistió en abrir él mismo la botella.,
Firmé,1,"{{c1::Firmé}} el contrato, hizo saltar el tapón, puso todo perdido de champán, llenó dos copas y entregó una a Douglas y otra a mí.",
saltar,1,"Firmé el contrato, hizo {{c1::saltar}} el tapón, puso todo perdido de champán, llenó dos copas y entregó una a Douglas y otra a mí.",
muestra,1,"El espectáculo, Goldman, es el noventa por ciento del interés que {{c1::muestra}} la gente hacia el producto final.",
Lancé,1,{{c1::Lancé}} un grito de alegría.,
confirma,1,"Pero si no es su letra, eso {{c1::confirma}} que no tenía el manuscrito en el momento en que Nola fue asesinada.",
fijar,1,El juez acaba de {{c1::fijar}} una nueva comparecencia este jueves 10 de julio a las once.,
convocatoria,1,Una {{c1::convocatoria}} tan rápida es sin duda una buena noticia para Harry.,
tremendamente,1,Yo estaba {{c1::tremendamente}} excitado: Harry estaría pronto en libertad.,
excitado,1,Yo estaba tremendamente {{c1::excitado}}: Harry estaría pronto en libertad.,
ordenando,1,"Ayer por la mañana, no los encontré… Primero pensé que Marisa había estado {{c1::ordenando}} y los había puesto en la caja fuerte, a veces lo hace.",
buscándolos,1,Ayer me pasé todo el día {{c1::buscándolos}} en vano.,
Presentía,1,{{c1::Presentía}} una tormenta.,
robados,1,Pero ¿qué le hace pensar que han sido {{c1::robados}}?,
USA,1,"Hubo un largo silencio y respondió: —He estado recibiendo llamadas toda la tarde: el Globe, el {{c1::USA}} Today, el New York Times… Alguien ha mandado sus hojas a toda la prensa nacional, que se dispone a difundirlas.",
Today,1,"Hubo un largo silencio y respondió: —He estado recibiendo llamadas toda la tarde: el Globe, el USA {{c1::Today}}, el New York Times… Alguien ha mandado sus hojas a toda la prensa nacional, que se dispone a difundirlas.",
difundirlas,1,"Hubo un largo silencio y respondió: —He estado recibiendo llamadas toda la tarde: el Globe, el USA Today, el New York Times… Alguien ha mandado sus hojas a toda la prensa nacional, que se dispone a {{c1::difundirlas}}.",
CURA,1,Segunda parte LA {{c1::CURA}} DE LOS ESCRITORES (Redacción del libro) 14.,
Redacción,1,Segunda parte LA CURA DE LOS ESCRITORES ({{c1::Redacción}} del libro) 14.,
concebida,1,"Un famoso 30 de agosto de 1975 «Ya ve usted, Marcus, nuestra sociedad ha sido {{c1::concebida}} de tal forma que hay que elegir continuamente entre razón y pasión.",
destructiva,1,La razón nunca ha servido de nada y la pasión a menudo es {{c1::destructiva}}.,
Cójalas,1,{{c1::Cójalas}} si le apetece.,
Número,1,{{c1::Número}} 14: la vida es una estafa.,
escaparates,1,El centro se había llenado de gente que paseaba tranquila y se detenía en los {{c1::escaparates}} aprovechando los últimos días de buen tiempo.,
invadidas,1,"Las calles de los barrios residenciales, libres de coches, habían sido {{c1::invadidas}} por niños que organizaban carreras de bicicletas y patines mientras sus padres, a la sombra de los porches, sorbían limonada y hojeaban el periódico.",
organizaban,1,"Las calles de los barrios residenciales, libres de coches, habían sido invadidas por niños que {{c1::organizaban}} carreras de bicicletas y patines mientras sus padres, a la sombra de los porches, sorbían limonada y hojeaban el periódico.",
sorbían,1,"Las calles de los barrios residenciales, libres de coches, habían sido invadidas por niños que organizaban carreras de bicicletas y patines mientras sus padres, a la sombra de los porches, {{c1::sorbían}} limonada y hojeaban el periódico.",
hojeaban,1,"Las calles de los barrios residenciales, libres de coches, habían sido invadidas por niños que organizaban carreras de bicicletas y patines mientras sus padres, a la sombra de los porches, sorbían limonada y {{c1::hojeaban}} el periódico.",
reseñar,1,"Su tarde había sido absolutamente apacible; nada que {{c1::reseñar}}, ni una sola llamada a la centralita.",
podaba,1,"Llevaban toda la tarde rellenando crucigramas, mientras Tamara {{c1::podaba}} los setos de cara al otoño.",
ralentizó,1,"Al acercarse a la casa, Travis {{c1::ralentizó}} la marcha hasta circular al paso; esperaba que ella le viese, que volviese la cabeza y se fijase en él, que le hiciera entonces una seña con la mano, un gesto amistoso que le animase a detenerse un instante, a saludarla con la ventana abierta.",
animase,1,"Al acercarse a la casa, Travis ralentizó la marcha hasta circular al paso; esperaba que ella le viese, que volviese la cabeza y se fijase en él, que le hiciera entonces una seña con la mano, un gesto amistoso que le {{c1::animase}} a detenerse un instante, a saludarla con la ventana abierta.",
invitase,1,Quizás le {{c1::invitase}} a un vaso de té helado y conversaran un poco.,
conversaran,1,Quizás le invitase a un vaso de té helado y {{c1::conversaran}} un poco.,
Ocultó,1,{{c1::Ocultó}} las flores bajo el asiento para que no se viesen.,
